,Grid_health,Grid_degradation,PCC_Breaker_health,PCC_Breaker_degradation,Islanding_Controller_health,Islanding_Controller_degradation,PV_Array_health,PV_Array_degradation,PV_Inverter_health,PV_Inverter_degradation,Battery_Pack_health,Battery_Pack_degradation,BMS_health,BMS_degradation,PCS_health,PCS_degradation
2026-01-01 00:00:00,99.99,1.7005257038003612,99.98,0.0,99.97,0.0,99.96,0.04206557290595438,99.95,1.0676580056634903,99.94,0.6604985159195517,99.97,0.5352993741967528,99.96,0.0
2026-01-01 01:00:00,99.97999999999999,0.5745803118918981,99.96000000000001,0.16388090528703048,99.94,1.7106996911864778,99.91999999999999,0.23433553545637054,99.9,0.054613970139348225,99.88,0.0,99.94,1.109396549343257,99.91999999999999,0.0
2026-01-01 02:00:00,99.96999999999998,0.0,99.94000000000001,0.5954293563260791,99.91,0.0,99.87999999999998,1.5819756272135428,99.85000000000001,0.9907332421435272,99.82,1.3598747656495824e-05,99.91,0.0,99.87999999999998,0.0
2026-01-01 03:00:00,99.95999999999998,0.3094116305079075,99.92000000000002,0.0,99.88,0.22143398521162,99.83999999999997,0.41257773555534255,99.80000000000001,0.0,99.75999999999999,0.7416241231810499,99.88,0.025224549560110388,99.83999999999997,1.3530859223440357
2026-01-01 04:00:00,99.94999999999997,0.0,99.90000000000002,0.0,99.85,0.0,99.79999999999997,0.0,99.75000000000001,0.0,99.69999999999999,0.0,99.85,0.25864837149473585,99.79999999999997,1.6382395207337879
2026-01-01 05:00:00,99.93999999999997,0.3919742154885289,99.88000000000002,0.8550265843773359,99.82,0.0,99.75999999999996,0.0,99.70000000000002,0.7155026142979936,99.63999999999999,0.0,99.82,0.0,99.75999999999996,1.5368851927267104
2026-01-01 06:00:00,99.92999999999996,0.6187451197783653,99.86000000000003,0.8166289895558579,99.78999999999999,0.0,99.71999999999996,0.2241325499499699,99.65000000000002,0.00788297657311704,99.57999999999998,0.0,99.78999999999999,0.6015456935025886,99.71999999999996,0.0
2026-01-01 07:00:00,99.91999999999996,1.5067211566488767,99.84000000000003,0.3168439837041519,99.75999999999999,1.9577300496602443,99.67999999999995,0.0,99.60000000000002,1.4559482991645158,99.51999999999998,1.045882488627424,99.75999999999999,0.26224473854056957,99.67999999999995,0.0
2026-01-01 08:00:00,99.90999999999995,0.0,99.82000000000004,0.0,99.72999999999999,0.1941861336940924,99.63999999999994,1.1413018110505488,99.55000000000003,1.4142004843913836,99.45999999999998,0.8236364238348106,99.72999999999999,0.0,99.63999999999994,0.0
2026-01-01 09:00:00,99.89999999999995,0.0,99.80000000000004,0.4097220569765608,99.69999999999999,0.38815492459840706,99.59999999999994,0.0,99.50000000000003,0.0,99.39999999999998,1.0961254222390986,99.69999999999999,0.0,99.59999999999994,0.0
2026-01-01 10:00:00,99.88999999999994,0.0,99.78000000000004,0.0,99.66999999999999,0.34448894497628907,99.55999999999993,0.0,99.45000000000003,1.6419388022447918,99.33999999999997,2.3743802468691166,99.66999999999999,0.0,99.55999999999993,1.1987252005545543
2026-01-01 11:00:00,99.87999999999994,0.0,99.76000000000005,0.6517968311159312,99.63999999999999,2.2200556722271587,99.51999999999992,0.0,99.40000000000003,1.076337700257218,99.27999999999997,1.8322904856591096,99.63999999999999,0.0,99.51999999999992,0.0
2026-01-01 12:00:00,99.86999999999993,0.03901873396729867,99.74000000000005,1.214115207722013,99.60999999999999,1.3510764636135209,99.47999999999992,1.0807771722350268,99.35000000000004,0.17158212019539726,99.21999999999997,1.1653865378946788,99.60999999999999,0.5065599397353835,99.47999999999992,0.0
2026-01-01 13:00:00,99.85999999999993,0.0,99.72000000000006,1.4179790600940074,99.57999999999998,0.6934388179310402,99.43999999999991,0.0,99.30000000000004,0.0,99.15999999999997,2.90379555106288,99.57999999999998,0.0,99.43999999999991,1.1964128589794067
2026-01-01 14:00:00,99.84999999999992,1.0888517689587496,99.70000000000006,0.4470658631015324,99.54999999999998,0.0,99.3999999999999,0.0,99.25000000000004,1.050113905730751,99.09999999999997,1.7107682857875524,99.54999999999998,0.0,99.3999999999999,0.2831345467774179
2026-01-01 15:00:00,99.83999999999992,0.6354595548146973,99.68000000000006,0.0,99.51999999999998,0.0,99.3599999999999,0.6791686497276833,99.20000000000005,0.9782902416059148,99.03999999999996,2.7003462953928605,99.51999999999998,0.26050549548901736,99.3599999999999,0.41274735024379927
2026-01-01 16:00:00,99.82999999999991,0.0,99.66000000000007,0.36277796741911844,99.48999999999998,0.46032773724039155,99.3199999999999,1.3985567601799431,99.15000000000005,0.7230908509892602,98.97999999999996,0.5008626988518126,99.48999999999998,0.9065645057429018,99.3199999999999,1.8513934502106248
2026-01-01 17:00:00,99.81999999999991,0.0,99.64000000000007,0.6443089333320597,99.48999999999998,0.46032773724039155,99.27999999999989,0.21651180139987802,99.10000000000005,1.5392881156840499,98.91999999999996,0.42127554123343014,99.45999999999998,1.1364884402080002,99.27999999999989,1.4020786065350728
2026-01-01 18:00:00,99.8099999999999,0.0,99.62000000000008,0.0,99.48999999999998,0.46032773724039155,99.23999999999988,1.251137836266389,99.05000000000005,2.1946417729677714,98.85999999999996,1.9539214355639816,99.42999999999998,0.0,99.23999999999988,1.1370583580603346
2026-01-01 19:00:00,99.7999999999999,1.6603717729213365,99.60000000000008,0.46257636634660065,99.48999999999998,0.46032773724039155,99.19999999999987,1.5017733037251273,99.00000000000006,0.4022619551001867,98.79999999999995,2.00687820380176,99.39999999999998,1.2132977525623576,99.19999999999987,0.0
2026-01-01 20:00:00,99.78999999999989,0.0,99.58000000000008,0.0,99.48999999999998,0.46032773724039155,99.15999999999987,0.0,98.95000000000006,0.0,98.73999999999995,1.0370498435545463,99.36999999999998,1.1017777591268056,99.15999999999987,0.0
2026-01-01 21:00:00,99.77999999999989,0.7121444591749306,99.56000000000009,0.40949115005850467,99.48999999999998,0.46032773724039155,99.15999999999987,0.0,98.90000000000006,2.9377943921980623,98.67999999999995,1.3284255999665828,99.33999999999997,0.9897498481277515,99.11999999999986,0.7061764169833242
2026-01-01 22:00:00,99.76999999999988,1.162749693118509,99.54000000000009,0.31173297605869515,99.48999999999998,0.46032773724039155,99.15999999999987,0.0,98.85000000000007,0.49596085541978197,98.61999999999995,0.183377213929256,99.30999999999997,0.0,99.07999999999986,0.30552083651988704
2026-01-01 23:00:00,99.75999999999988,0.0,99.5200000000001,0.7843071699287805,99.48999999999998,0.46032773724039155,99.15999999999987,0.0,98.80000000000007,0.29137413352654584,98.55999999999995,0.2808129299361599,99.27999999999997,0.0,99.03999999999985,2.131000993334223
2026-01-02 00:00:00,99.74999999999987,0.0,99.5000000000001,0.7314597883924043,100.0,0.0,99.15999999999987,0.0,98.75000000000007,1.640726803288991,98.49999999999994,0.05879253114911864,99.24999999999997,0.650790769707224,98.99999999999984,0.8643554614449708
2026-01-02 01:00:00,99.73999999999987,0.0,99.4800000000001,0.0,99.97,0.4508009787746438,99.15999999999987,0.0,98.70000000000007,2.0719774290022763,98.43999999999994,0.0,99.21999999999997,1.224200145448778,98.95999999999984,1.608518910365392
