,soc,battery_kwh,solar_generation_kw,load_demand_kw,pv_to_load_kw,pv_to_battery_kw,battery_to_load_kw,grid_to_load_kw,unmet_load_kw,can_charge
2026-01-01 00:00:00,44.66072403125823,8.932144806251646,0.0,1.0144624340609358,0.0,0.0,1.0144624340609358,0.0,0.0,0
2026-01-01 01:00:00,35.70843449544382,7.141686899088764,0.0,1.7009350118047375,0.0,0.0,1.7009350118047375,0.0,0.0,0
2026-01-01 02:00:00,22.56227173830237,4.512454347660475,0.0,2.4977709238568746,0.0,0.0,2.4977709238568746,0.0,0.0,0
2026-01-01 03:00:00,9.588826386338,1.9177652772676002,0.0,2.464954616873231,0.0,0.0,2.464954616873231,0.0,0.0,0
2026-01-01 04:00:00,0.0,0.0,0.0,2.802971259779264,0.0,0.0,1.8218770134042201,0.981094246375044,0.0,0
2026-01-01 05:00:00,0.0,0.0,0.0,3.090757616109781,0.0,0.0,0.0,3.090757616109781,0.0,0
2026-01-01 06:00:00,0.0,0.0,0.0,3.022328967659165,0.0,0.0,0.0,0.0,3.022328967659165,0
2026-01-01 07:00:00,0.0,0.0,0.0361481538344751,3.2515075949494765,0.0361481538344751,0.0,0.0,0.0,3.2153594411150013,0
2026-01-01 08:00:00,0.0,0.0,0.0764723560701272,3.6131004859467533,0.0764723560701272,0.0,0.0,0.0,3.5366281298766262,0
2026-01-01 09:00:00,0.0,0.0,0.1868820985138352,4.083012830639699,0.1868820985138352,0.0,0.0,0.0,3.8961307321258642,0
2026-01-01 10:00:00,0.0,0.0,0.0741063686303237,4.899756679174354,0.0741063686303237,0.0,0.0,0.0,4.82565031054403,0
2026-01-01 11:00:00,0.0,0.0,0.0289685370813771,4.8370111278648205,0.0289685370813771,0.0,0.0,0.0,4.808042590783443,0
2026-01-01 12:00:00,0.0,0.0,0.0884773014092061,3.910714912918498,0.0884773014092061,0.0,0.0,0.0,3.822237611509292,0
2026-01-01 13:00:00,0.0,0.0,0.0287449976225708,4.1945347510489315,0.0287449976225708,0.0,0.0,0.0,4.165789753426361,0
2026-01-01 14:00:00,0.0,0.0,0.0591422776640485,4.498005313092169,0.0591422776640485,0.0,0.0,0.0,4.43886303542812,0
2026-01-01 15:00:00,0.0,0.0,0.0,4.539508384318327,0.0,0.0,0.0,0.0,4.539508384318327,0
2026-01-01 16:00:00,0.0,0.0,0.0596546427767138,4.361806269680328,0.0596546427767138,0.0,0.0,0.0,4.302151626903615,0
2026-01-01 17:00:00,0.0,0.0,0.0561648371149458,3.4288088071743723,0.0561648371149458,0.0,0.0,0.0,3.3726439700594266,0
2026-01-01 18:00:00,0.0,0.0,0.0428050473933348,3.789919406655085,0.0428050473933348,0.0,0.0,0.0,3.74711435926175,0
2026-01-01 19:00:00,0.0,0.0,0.0,2.192720074805457,0.0,0.0,0.0,0.0,2.192720074805457,0
2026-01-01 20:00:00,0.0,0.0,0.0,2.4524876413918735,0.0,0.0,0.0,0.0,2.4524876413918735,0
2026-01-01 21:00:00,0.0,0.0,0.0,2.5814801825406004,0.0,0.0,0.0,0.0,2.5814801825406004,0
2026-01-01 22:00:00,0.0,0.0,0.0,2.0761543872662913,0.0,0.0,0.0,0.0,2.0761543872662913,0
2026-01-01 23:00:00,0.0,0.0,0.0,2.0191844407384902,0.0,0.0,0.0,0.0,2.0191844407384902,0
2026-01-02 00:00:00,0.0,0.0,0.0,2.128117488934948,0.0,0.0,0.0,0.0,2.128117488934948,0
2026-01-02 01:00:00,0.0,0.0,0.0,1.644525173762489,0.0,0.0,0.0,0.0,1.644525173762489,0
2026-01-02 02:00:00,0.0,0.0,0.0,2.3418763877927375,0.0,0.0,0.0,0.0,2.3418763877927375,0
2026-01-02 03:00:00,0.0,0.0,0.0,2.592542669941481,0.0,0.0,0.0,0.0,2.592542669941481,0
2026-01-02 04:00:00,0.0,0.0,0.0,2.485976438801969,0.0,0.0,0.0,0.0,2.485976438801969,0
2026-01-02 05:00:00,0.0,0.0,0.0,2.185342508260177,0.0,0.0,0.0,0.0,2.185342508260177,0
2026-01-02 06:00:00,0.0,0.0,0.0,2.8935743158301435,0.0,0.0,0.0,0.0,2.8935743158301435,0
2026-01-02 07:00:00,0.0,0.0,0.0030794972607217,3.955018667504703,0.0,0.0,0.0,0.0,3.955018667504703,0
2026-01-02 08:00:00,0.0,0.0,0.0359143944589269,3.288872704717436,0.0359143944589269,0.0,0.0,0.0,3.252958310258509,0
2026-01-02 09:00:00,0.0,0.0,0.0594111383421391,3.6386049023401856,0.0,0.0,0.0,0.0,3.6386049023401856,0
2026-01-02 10:00:00,0.0,0.0,0.0456774006844351,4.507623156699112,0.0,0.0,0.0,0.0,4.507623156699112,0
2026-01-02 11:00:00,0.0,0.0,0.15725498123755,3.9955697554004783,0.0,0.0,0.0,0.0,3.9955697554004783,0
2026-01-02 12:00:00,0.0,0.0,0.1238987460771286,4.193661493983682,0.0,0.0,0.0,0.0,4.193661493983682,0
2026-01-02 13:00:00,0.0,0.0,0.0712524045956175,5.038361262934387,0.0,0.0,0.0,0.0,5.038361262934387,0
2026-01-02 14:00:00,0.0,0.0,0.0782337777588903,4.685177683419445,0.0,0.0,0.0,0.0,4.685177683419445,0
2026-01-02 15:00:00,0.0,0.0,0.0096195616612433,3.5030657610660714,0.0,0.0,0.0,0.0,3.5030657610660714,0
2026-01-02 16:00:00,0.0,0.0,0.0506624392023148,3.3912386477059417,0.0,0.0,0.0,0.0,3.3912386477059417,0
2026-01-02 17:00:00,0.0,0.0,0.1228979737971701,3.3874018012323543,0.0,0.0,0.0,0.0,3.3874018012323543,0
2026-01-02 18:00:00,0.0,0.0,0.0,2.668508110252083,0.0,0.0,0.0,0.0,2.668508110252083,0
2026-01-02 19:00:00,0.0,0.0,0.0,2.5528080939216684,0.0,0.0,0.0,0.0,2.5528080939216684,0
2026-01-02 20:00:00,0.0,0.0,0.0,2.4629442569006392,0.0,0.0,0.0,0.0,2.4629442569006392,0
2026-01-02 21:00:00,0.0,0.0,0.0,1.5076590059177282,0.0,0.0,0.0,0.0,1.5076590059177282,0
2026-01-02 22:00:00,0.0,0.0,0.0,1.5228094546466802,0.0,0.0,0.0,0.0,1.5228094546466802,0
